epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,5588.49,1.0381,0.5875,1.2252,0.81138,0.70915,0.75991,0.50261,1.26489,0.72616,1.32671,0.000113008,0.000113008,0.000113008
89,5651.41,1.04003,0.58287,1.22006,0.8363,0.70185,0.76144,0.50259,1.26387,0.72945,1.32784,0.000104537,0.000104537,0.000104537
90,5714.32,1.03829,0.58222,1.22939,0.82148,0.70698,0.76099,0.50461,1.26037,0.72709,1.32509,9.63914e-05,9.63914e-05,9.63914e-05
91,5777.56,0.98997,0.50359,1.17945,0.80545,0.70066,0.74659,0.49024,1.27313,0.75485,1.34356,8.85795e-05,8.85795e-05,8.85795e-05
92,5840.06,0.96566,0.469,1.16322,0.82332,0.69964,0.74917,0.49305,1.2667,0.74026,1.33363,8.11072e-05,8.11072e-05,8.11072e-05
93,5902.52,0.95925,0.46668,1.16023,0.82595,0.70232,0.75135,0.49941,1.26673,0.73643,1.33725,7.39807e-05,7.39807e-05,7.39807e-05
94,5964.89,0.95121,0.45488,1.16378,0.81884,0.70805,0.75398,0.49874,1.26947,0.73393,1.33991,6.72057e-05,6.72057e-05,6.72057e-05
95,6027.28,0.94332,0.45543,1.15157,0.82692,0.70936,0.75811,0.49914,1.26401,0.71986,1.34137,6.07878e-05,6.07878e-05,6.07878e-05
96,6089.73,0.93872,0.4468,1.15657,0.8267,0.71073,0.75835,0.49967,1.26611,0.72012,1.34571,5.47322e-05,5.47322e-05,5.47322e-05
97,6152.13,0.93455,0.44303,1.14157,0.82359,0.70676,0.7559,0.49842,1.27394,0.72435,1.35216,4.90438e-05,4.90438e-05,4.90438e-05
98,6214.57,0.93642,0.44913,1.14905,0.83085,0.70689,0.75712,0.49857,1.26499,0.71898,1.34341,4.37273e-05,4.37273e-05,4.37273e-05
99,6277,0.93457,0.44112,1.15071,0.83399,0.71245,0.75734,0.5001,1.26333,0.71876,1.34552,3.8787e-05,3.8787e-05,3.8787e-05
100,6339.5,0.93127,0.43855,1.14415,0.82574,0.71081,0.75485,0.49896,1.26517,0.71917,1.34489,3.4227e-05,3.4227e-05,3.4227e-05
101,6401.89,0.92681,0.43878,1.14792,0.82934,0.70644,0.75414,0.49885,1.26157,0.72259,1.33962,3.0051e-05,3.0051e-05,3.0051e-05
102,6464.3,0.92251,0.43125,1.13901,0.82757,0.70778,0.75428,0.49997,1.26,0.71913,1.34393,2.62623e-05,2.62623e-05,2.62623e-05
103,6526.84,0.92587,0.43686,1.14887,0.82572,0.70482,0.75136,0.50043,1.26174,0.72052,1.34593,2.28641e-05,2.28641e-05,2.28641e-05
104,6589.45,0.92073,0.43139,1.14311,0.81644,0.71126,0.75359,0.5005,1.26405,0.72119,1.34499,1.98591e-05,1.98591e-05,1.98591e-05
105,6651.9,0.91733,0.4271,1.13993,0.8128,0.71329,0.75292,0.50003,1.26145,0.72105,1.34205,1.72499e-05,1.72499e-05,1.72499e-05
106,6714.4,0.923,0.43237,1.13987,0.80827,0.71902,0.7528,0.50018,1.26144,0.7206,1.34098,1.50384e-05,1.50384e-05,1.50384e-05
107,6776.94,0.92532,0.43166,1.14,0.81605,0.71277,0.75197,0.50003,1.26255,0.71833,1.34446,1.32265e-05,1.32265e-05,1.32265e-05
108,6839.45,0.92388,0.43637,1.13952,0.81548,0.71447,0.75345,0.50163,1.25998,0.71607,1.3434,1.18158e-05,1.18158e-05,1.18158e-05
